URL,Size in Bytes,# of outlinks found,Content-Type
https://www.nytimes.com/2018/07/27/business/lessons-from-the-financial-crisis.html,279021 Byte,42,text/html
https://www.nytimes.com/2020/06/14/todayspaper/quotation-of-the-day-still-raising-a-fist-52-years-later.html,137305 Byte,35,text/html
https://www.nytimes.com/2018/10/06/world/europe/bosnia-election-dodik-puitin.html,263959 Byte,43,text/html
https://www.nytimes.com/2018/07/04/movies/lakeith-stanfield-sorry-to-bother-you.html,391449 Byte,49,text/html
https://www.nytimes.com/2019/11/15/us/planned-parenthood-lawsuit-secret-videos.html,222040 Byte,40,text/html
https://www.nytimes.com/2018/07/27/books/review/letters-to-the-editor.html,167928 Byte,35,text/html
https://www.nytimes.com/2019/04/13/business/the-week-in-business-uber-apple-brexit-elon-musk.html,318623 Byte,57,text/html
https://www.nytimes.com/2019/02/09/us/politics/elizabeth-warren-2020.html,418167 Byte,60,text/html
https://www.nytimes.com/2019/09/06/business/farming-technology-agriculture.html,339499 Byte,41,text/html
https://www.nytimes.com/2018/10/07/sports/yankees-red-sox-alds-playoffs.html,289860 Byte,39,text/html
https://www.nytimes.com/2018/07/07/world/asia/japan-rain-landslides.html,231750 Byte,38,text/html
https://www.nytimes.com/2019/11/16/style/trash-pirates-festivals.html,416948 Byte,53,text/html
https://www.nytimes.com/2018/07/28/climate/dow-epa-superfund.html,485769 Byte,68,text/html
https://www.nytimes.com/2019/04/11/business/jay-alix-mckinsey-bankruptcy.html,447464 Byte,42,text/html
https://www.nytimes.com/2020/03/04/business/remanufacturing.html,335576 Byte,38,text/html
https://www.nytimes.com/2019/02/05/travel/galapagos-overtourism.html,440590 Byte,58,text/html
https://www.nytimes.com/2018/07/07/us/kenneth-glasgow-alabama-sharpton.html,336860 Byte,48,text/html
https://www.nytimes.com/2018/10/06/us/politics/kavanaugh-vote-confirmation-process.html,431374 Byte,52,text/html
https://www.nytimes.com/2019/11/16/us/golden-ray-cargo-ship-georgia.html,302912 Byte,37,text/html
https://www.nytimes.com/2018/07/28/business/billion-dollar-property-beverly-hills.html,316927 Byte,40,text/html
https://www.nytimes.com/2019/04/12/world/europe/global-warming-russia-arctic-usa.html,403694 Byte,38,text/html
https://www.nytimes.com/2020/06/13/world/asia/bangkok-spirit-houses.html,388419 Byte,40,text/html
https://www.nytimes.com/2019/02/08/arts/television/anna-paquin-flack.html,309427 Byte,46,text/html
https://www.nytimes.com/2018/07/07/world/europe/spain-franco.html,270774 Byte,45,text/html
https://www.nytimes.com/2018/10/05/business/denmark-skat-tax-scandal.html,460372 Byte,43,text/html
https://www.nytimes.com/2018/07/23/travel/louie-anderson-travel-tips.html,245881 Byte,38,text/html
https://www.nytimes.com/2019/11/14/fashion/weddings/the-allure-of-the-white-dress.html,318119 Byte,46,text/html
https://www.nytimes.com/2020/06/13/nyregion/coronavirus-liana-finck.html,303678 Byte,37,text/html
https://www.nytimes.com/2019/02/09/us/politics/congress-border-wall.html,275636 Byte,38,text/html
https://www.nytimes.com/2018/07/07/sports/wimbledon-results-simona-halep.html,250276 Byte,38,text/html
https://www.nytimes.com/2019/04/13/us/politics/presidential-candidates-2020.html,444107 Byte,69,text/html
https://www.nytimes.com/2018/07/24/magazine/can-your-ally-want-things-you-dont.html,278497 Byte,38,text/html
https://www.nytimes.com/2016/10/02/us/politics/donald-trump-taxes.html,668637 Byte,56,text/html
https://www.nytimes.com/2020/06/12/business/taking-a-stand-in-workplace.html,303605 Byte,47,text/html
https://www.nytimes.com/2019/11/17/business/how-fedex-cut-its-tax-bill-to-0.html,664709 Byte,51,text/html
https://www.nytimes.com/2019/02/08/climate/states-global-warming.html,335634 Byte,64,text/html
https://www.nytimes.com/2018/07/02/magazine/national-mood-emotions-polls-online.html,275088 Byte,38,text/html
https://www.nytimes.com/2019/04/12/style/coachella-desert-hipsters-salton-sea.html,496143 Byte,51,text/html
https://www.nytimes.com/2018/07/27/realestate/the-peoples-penthouse.html,555461 Byte,45,text/html
https://www.nytimes.com/2018/10/06/style/carmen-electra.html,356833 Byte,38,text/html
https://www.nytimes.com/2020/06/14/nyregion/metropolitan-diary.html,400395 Byte,38,text/html
https://www.nytimes.com/2019/11/14/realestate/its-the-monthly-fees-that-get-you.html,349756 Byte,40,text/html
https://www.nytimes.com/2018/07/04/travel/teen-empathy-tours.html,220937 Byte,44,text/html
https://www.nytimes.com/2019/04/11/obituaries/joan-jones-force-against-racism-in-nova-scotia-dies-at-79.html,279813 Byte,45,text/html
https://www.nytimes.com/2019/02/04/travel/spas-italy-alps.html,439011 Byte,48,text/html
https://www.nytimes.com/2018/07/25/travel/bhutan-nepal.html,406139 Byte,43,text/html
https://www.nytimes.com/2018/10/06/sunday-review/me-too-weinstein-a-year-later.html,234737 Byte,41,text/html
https://www.nytimes.com/2020/06/10/opinion/sunday/twitter-protest-politics.html,302100 Byte,63,text/html
https://www.nytimes.com/2019/11/14/style/dont-call-tara-subkoff-an-it-girl.html,334559 Byte,50,text/html
https://www.nytimes.com/2018/07/07/health/nursing-homes-staffing-medicare.html,324013 Byte,44,text/html
https://www.nytimes.com/2019/02/10/sports/baseball/adam-ottavino-yankees.html,333390 Byte,38,text/html
https://www.nytimes.com/2019/04/02/books/review/last-stone-mark-bowden.html,243841 Byte,50,text/html
https://www.nytimes.com/2018/07/27/obituaries/hatidza-mehmedovic-65-dies-spoke-out-for-bosnia-massacre-victims.html,240368 Byte,39,text/html
https://www.nytimes.com/2018/10/02/realestate/creating-a-standout-vacation-rental.html,383216 Byte,50,text/html
https://www.nytimes.com/2020/06/13/world/middleeast/libya-mass-graves.html,278949 Byte,40,text/html
https://www.nytimes.com/2018/07/06/travel/w-kamau-bell-travel-tips.html,239953 Byte,37,text/html
https://www.nytimes.com/2019/11/12/theater/fefu-and-her-friends-revival.html,338163 Byte,56,text/html
https://www.nytimes.com/2019/02/06/theater/anne-washburn-shipwreck-trump-london.html,270355 Byte,46,text/html
https://www.nytimes.com/2019/04/13/sports/tiger-woods-masters-augusta.html,270847 Byte,40,text/html
https://www.nytimes.com/2018/07/26/nyregion/women-monuments-new-york-city.html,520685 Byte,46,text/html
https://www.nytimes.com/2018/10/05/fashion/weddings/to-win-a-supermodels-hand-4-goats-and-a-cola-nut.html,438948 Byte,45,text/html
https://www.nytimes.com/2020/06/13/sports/tommie-smith-protest-colin-kaepernick.html,327256 Byte,54,text/html
https://www.nytimes.com/2018/07/05/sports/world-cup/quarterfinals.html,351507 Byte,41,text/html
https://www.nytimes.com/2019/11/16/opinion/sunday/trump-impeachment-hearings.html,343149 Byte,43,text/html
https://www.nytimes.com/2019/04/11/realestate/hudson-valley-price-check.html,277921 Byte,41,text/html
https://www.nytimes.com/2018/07/28/pageoneplus/corrections-july-29-2018.html,225327 Byte,47,text/html
https://www.nytimes.com/2019/02/07/fashion/tom-ford-ralph-lauren-fashion-review.html,1048576 Byte,40,text/html
https://www.nytimes.com/2018/10/06/world/asia/afghanistan-rasool-landay-childless-women-scam.html,280681 Byte,38,text/html
https://www.nytimes.com/2018/07/06/world/middleeast/isis-global-terrorism.html,297512 Byte,45,text/html
https://www.nytimes.com/2019/11/14/books/james-i-robertson-jr-exacting-civil-war-historian-dies-at-89.html,258928 Byte,43,text/html
https://www.nytimes.com/2019/04/09/books/review/new-this-week.html,193896 Byte,36,text/html
https://www.nytimes.com/2020/06/13/us/politics/trump-lessons-nixon.html,451696 Byte,66,text/html
https://www.nytimes.com/2019/02/09/realestate/why-are-real-estate-brokers-contacting-me-after-my-spouse-died.html,251674 Byte,42,text/html
https://www.nytimes.com/2018/10/05/obituaries/sydney-goldstein-dead.html,244097 Byte,43,text/html
https://www.nytimes.com/2018/07/28/world/asia/trump-afghanistan-strategy-retreat.html,288973 Byte,45,text/html
https://www.nytimes.com/2018/07/07/pageoneplus/corrections-july-8-2018.html,194405 Byte,42,text/html
https://www.nytimes.com/2019/04/13/business/jerome-powell-fed-trump.html,324209 Byte,50,text/html
https://www.nytimes.com/2019/11/16/world/asia/sri-lanka-election-rajapaksa.html,348654 Byte,52,text/html
https://www.nytimes.com/2020/06/12/fashion/weddings/a-date-to-remember.html,449187 Byte,49,text/html
https://www.nytimes.com/2019/02/08/style/mirror-fitness-method.html,305299 Byte,41,text/html
https://www.nytimes.com/2018/10/02/theater/rebecca-naomi-jones-oklahoma-american-idiot.html,268288 Byte,45,text/html
https://www.nytimes.com/2019/11/16/us/politics/louisiana-governor-race.html,305953 Byte,41,text/html
https://www.nytimes.com/2018/07/07/world/asia/myanmar-rohingya-rape-refugees-childbirth.html,350165 Byte,38,text/html
https://www.nytimes.com/2019/11/16/opinion/sunday/federal-reserve-trump.html,256182 Byte,43,text/html
https://www.nytimes.com/2019/04/11/obituaries/jacob-a-stein-dead.html,283135 Byte,51,text/html
https://www.nytimes.com/2020/06/11/magazine/the-hollow-inspiration-of-some-good-news.html,282038 Byte,44,text/html
https://www.nytimes.com/2019/02/09/opinion/sunday/child-care-daycare-democrats-progressive.html,279423 Byte,47,text/html
https://www.nytimes.com/2018/10/05/business/the-lovebirds-are-part-of-the-job.html,312440 Byte,37,text/html
https://www.nytimes.com/interactive/2019/11/14/magazine/internet-future-dream.html,160373 Byte,51,text/html
https://www.nytimes.com/2019/11/15/opinion/republicans-impeachment-hearing.html,346908 Byte,53,text/html
https://www.nytimes.com/2019/04/08/arts/zadie-smith-dance-alvin-ailey.html,207212 Byte,34,text/html
https://www.nytimes.com/2018/07/08/world/asia/thailand-cave-rescue-live-updates.html,889586 Byte,71,text/html
https://www.nytimes.com/2020/06/09/sports/rugby-new-zealand-fans-return-coronavirus.html,296574 Byte,55,text/html
https://www.nytimes.com/2018/10/06/world/turkey-believes-prominent-saudi-critic-was-killed-in-saudi-consulate-in-istanbul.html,270812 Byte,45,text/html
https://www.nytimes.com/2019/02/07/magazine/the-political-center-isnt-gone-just-disputed.html,274178 Byte,38,text/html
https://www.nytimes.com/2019/11/15/style/faze-clan-house.html,514817 Byte,65,text/html
https://www.nytimes.com/2019/11/16/world/europe/trieste-statue-dannunzio-fascism.html,378851 Byte,42,text/html
https://www.nytimes.com/2019/04/13/style/laurie-metcalf-hillary-clinton.html,512851 Byte,51,text/html
https://www.nytimes.com/2018/07/07/technology/facebook-instagram-twitter-celebrity-impostors.html,400946 Byte,55,text/html
https://www.nytimes.com/2018/10/05/magazine/readers-respond-to-the-9-23-2018-issue.html,233231 Byte,37,text/html
https://www.nytimes.com/2019/02/08/magazine/poem-howd-your-parents-die-again.html,235125 Byte,34,text/html
https://www.nytimes.com/2020/06/12/opinion/sunday/floyd-abolish-defund-police.html,335972 Byte,74,text/html
https://www.nytimes.com/2019/11/16/business/media/impeachment-media-fox-msnbc.html,301271 Byte,52,text/html
https://www.nytimes.com/2019/11/13/theater/tiny-tim-a-christmas-carol-disabled-actors.html,347992 Byte,52,text/html
https://www.nytimes.com/2019/04/12/realestate/an-instant-community-in-the-catskills.html,480386 Byte,43,text/html
https://www.nytimes.com/2018/10/06/sports/red-sox-jd-martinez.html,292949 Byte,40,text/html
https://www.nytimes.com/2019/01/18/nyregion/staten-island-subway-dreams.html,344798 Byte,48,text/html
https://www.nytimes.com/2018/07/07/world/asia/mike-pompeo-north-korea-pyongyang.html,300308 Byte,41,text/html
https://www.nytimes.com/2019/11/16/world/middleeast/iran-gas-price.html,274800 Byte,41,text/html
https://www.nytimes.com/2019/04/09/magazine/how-can-i-teach-my-great-granddaughter-to-be-charitable.html,296416 Byte,36,text/html
https://www.nytimes.com/2020/06/12/style/shailah-edmonds-black-model-1970s.html,464813 Byte,50,text/html
https://www.nytimes.com/2018/10/06/world/asia/vietnam-war-nuclear-weapons.html,321458 Byte,39,text/html
https://www.nytimes.com/2019/11/11/travel/Egypt-Nile-cruise-women.html,686961 Byte,50,text/html
https://www.nytimes.com/2019/01/18/nyregion/how-norbert-gleicher-fertility-expert-spends-his-sundays.html,290350 Byte,43,text/html
https://www.nytimes.com/2018/07/07/obituaries/steve-ditko-dead-spider-man.html,335499 Byte,55,text/html
https://www.nytimes.com/2019/11/16/realestate/does-a-co-op-have-to-add-a-ramp-for-one-disabled-resident.html,249876 Byte,45,text/html
https://www.nytimes.com/2019/10/22/travel/europe-vacation-credit-cards.html,282879 Byte,58,text/html
https://www.nytimes.com/2019/11/13/arts/comic-books-computers-dc-marvel.html,366612 Byte,39,text/html
https://www.nytimes.com/2018/10/07/world/europe/andy-warhol-slovakia-mikova-medzilaborce.html,355851 Byte,43,text/html
https://www.nytimes.com/2019/11/14/travel/friend-travel.html,279090 Byte,47,text/html
https://www.nytimes.com/2018/07/06/books/review/letters-to-the-editor.html,215275 Byte,35,text/html
https://www.nytimes.com/2019/01/17/opinion/sunday/brexit-ireland-empire.html,277079 Byte,40,text/html
https://www.nytimes.com/2019/11/16/us/shelley-joseph-immigration-judge.html,509843 Byte,49,text/html
https://www.nytimes.com/2019/10/27/nyregion/nyc-amazon-delivery.html,493322 Byte,53,text/html
https://www.nytimes.com/2020/06/11/realestate/the-most-popular-listings-of-may.html,309431 Byte,45,text/html
https://www.nytimes.com/2018/07/08/fashion/weddings/samantha-green-andrew-tieniber.html,167357 Byte,36,text/html
https://www.nytimes.com/2018/10/06/us/politics/conservative-supreme-court-kavanaugh.html,596816 Byte,55,text/html
https://www.nytimes.com/2019/01/18/us/traveling-bandit-robber-fbi.html,244259 Byte,45,text/html
https://www.nytimes.com/2019/11/14/business/baby-shark-live-concert-tour.html,493481 Byte,50,text/html
https://www.nytimes.com/interactive/2019/11/13/magazine/internet-premium.html,146221 Byte,41,text/html
https://www.nytimes.com/2018/03/18/fashion/weddings/benjamin-toff-andrew-tangel.html,169261 Byte,36,text/html
https://www.nytimes.com/2019/10/25/fashion/Marissa-Maier-and-Wes-Lau-were-two-parts-of-a-quantum-entanglement.html,497288 Byte,47,text/html
https://www.nytimes.com/2018/10/03/style/insecure-hbo-fashion-style.html,309021 Byte,44,text/html
https://www.nytimes.com/2018/07/07/sports/world-cup/russia-vs-croatia.html,695736 Byte,42,text/html
https://www.nytimes.com/2019/11/12/books/review/new-this-week.html,196662 Byte,37,text/html
https://www.nytimes.com/2019/11/16/sports/football/colin-kaepernick-nfl-workout.html,307284 Byte,45,text/html
https://www.nytimes.com/2019/01/14/travel/a-family-ski-adventure-in-the-himalayas.html,574999 Byte,50,text/html
https://www.nytimes.com/2019/10/23/arts/design/charles-white-christies-banner-for-willie-j.html,308753 Byte,43,text/html
https://www.nytimes.com/2018/03/16/realestate/brooklyn-development.html,529324 Byte,43,text/html
https://www.nytimes.com/2018/07/07/business/economy/algorithm-fashion-jobs.html,335256 Byte,44,text/html
https://www.nytimes.com/2018/10/05/books/review/letters-to-the-editor.html,213534 Byte,35,text/html
https://www.nytimes.com/2019/11/11/nyregion/Korakrit-Arunanondchai-together-Whitney.html,381217 Byte,55,text/html
https://www.nytimes.com/2019/11/13/fashion/weddings/Tatcha-founders-Vicky-Tsai-and-Eric-Bevan-spill-secrets-of-their-marriage.html,354956 Byte,45,text/html
https://www.nytimes.com/2019/10/25/movies/naomie-harris-black-blue.html,305539 Byte,48,text/html
https://www.nytimes.com/2019/01/19/style/sex-robots.html,386828 Byte,58,text/html
https://www.nytimes.com/2018/03/15/realestate/property-taxes.html,262039 Byte,39,text/html
https://www.nytimes.com/2018/07/06/books/review/ottessa-moshfegh-my-year-of-rest-and-relaxation.html,261542 Byte,43,text/html
https://www.nytimes.com/2018/10/02/travel/andy-murray-hotel.html,270066 Byte,44,text/html
https://www.nytimes.com/interactive/2019/11/13/magazine/internet-future.html,145410 Byte,38,text/html
https://www.nytimes.com/2019/11/12/arts/television/hasan-minhaj-diary.html,332722 Byte,59,text/html
https://www.nytimes.com/2019/10/24/business/your-job-will-never-love-you-back.html,284436 Byte,39,text/html
https://www.nytimes.com/2018/10/02/books/review/new-noteworthy-michelle-goldberg.html,180502 Byte,36,text/html
https://www.nytimes.com/2018/03/17/world/europe/uk-nhs-france.html,303459 Byte,48,text/html
https://www.nytimes.com/2019/01/19/sports/nfl-offense-records.html,568660 Byte,50,text/html
https://www.nytimes.com/2020/05/22/travel/board-games-travel.html,390085 Byte,75,text/html
https://www.nytimes.com/2019/11/15/sports/for-16-transgender-hockey.html,414670 Byte,43,text/html
https://www.nytimes.com/2019/11/16/us/badin-high-school-drug-testing.html,246467 Byte,41,text/html
https://www.nytimes.com/2019/10/26/us/politics/mitt-romney-donald-trump.html,273508 Byte,41,text/html
https://www.nytimes.com/2018/10/05/obituaries/richard-kaplan-acclaimed-documentarian-is-dead-at-93.html,265914 Byte,48,text/html
https://www.nytimes.com/2018/03/13/magazine/should-some-species-be-allowed-to-die-out.html,541814 Byte,35,text/html
https://www.nytimes.com/2020/05/28/realestate/most-space-for-the-least-money-new-york-city.html,297994 Byte,42,text/html
https://www.nytimes.com/2019/10/25/books/review/how-can-people-be-persuaded-to-eat-less-meat.html,218921 Byte,36,text/html
https://www.nytimes.com/2019/11/07/books/review/leslie-jamison-sylvia-plath-joan-didion-jean-rhys.html,314349 Byte,46,text/html
https://www.nytimes.com/2018/10/05/opinion/sunday/emma-gonzalez-parkland.html,252197 Byte,39,text/html
https://www.nytimes.com/2019/11/08/t-magazine/hawaii-taro.html,416911 Byte,54,text/html
https://www.nytimes.com/interactive/2018/12/28/opinion/pregnancy-women-pro-life-abortion.html,456110 Byte,54,text/html
https://www.nytimes.com/2018/03/17/us/politics/umbc-basketball.html,249582 Byte,39,text/html
https://www.nytimes.com/2020/05/29/nyregion/coronavirus-Stuyvesant-Town-Peter-Cooper-Village-NYC.html,343372 Byte,45,text/html
https://www.nytimes.com/2019/10/25/business/ed-stack-dicks-sporting-goods-corner-office.html,384954 Byte,41,text/html
https://www.nytimes.com/2019/11/13/travel/qantas-longest-flight.html,392647 Byte,50,text/html
https://www.nytimes.com/2019/11/16/us/politics/impeachment-trump.html,331076 Byte,53,text/html
https://www.nytimes.com/interactive/2018/10/02/us/politics/donald-trump-tax-schemes-fred-trump.html,334867 Byte,71,text/html
https://www.nytimes.com/2019/01/15/travel/australias-next-place-margaret-river.html,418069 Byte,55,text/html
https://www.nytimes.com/2018/03/17/climate/scott-pruitt-political-ambitions.html,300757 Byte,48,text/html
https://www.nytimes.com/2020/05/29/realestate/coronavirus-lockdown-coping.html,421619 Byte,45,text/html
https://www.nytimes.com/2019/10/24/nyregion/reid-stowe-longest-ocean-voyage-.html,320678 Byte,46,text/html
https://www.nytimes.com/2019/11/13/arts/shoji-sadao-dead-fuller-noguchi.html,336928 Byte,49,text/html
https://www.nytimes.com/2019/11/16/pageoneplus/corrections-nov-17-2019.html,223359 Byte,47,text/html
https://www.nytimes.com/2018/10/06/obituaries/montserrat-caballe-dead.html,343690 Byte,45,text/html
https://www.nytimes.com/2019/01/18/sports/novak-djokovic-serbia-australian-open.html,297375 Byte,42,text/html
https://www.nytimes.com/2018/03/16/sports/olympics/paralympics.html,308449 Byte,38,text/html
https://www.nytimes.com/2019/11/15/world/europe/laurent-simons-prodigy.html,262330 Byte,40,text/html
https://www.nytimes.com/2020/05/25/fashion/weddings/couples-food-habits-quarantine.html,324134 Byte,51,text/html
https://www.nytimes.com/2019/10/25/arts/sleater-kinnney-paul-taylor.html,350860 Byte,56,text/html
https://www.nytimes.com/2019/01/19/business/media/buzzfeed-news-trump-michael-cohen-mueller.html,243878 Byte,44,text/html
https://www.nytimes.com/2018/10/02/magazine/when-did-everything-get-so-toxic.html,252983 Byte,36,text/html
https://www.nytimes.com/2018/03/16/books/review/letters-to-the-editor.html,172842 Byte,35,text/html
https://www.nytimes.com/2019/01/19/opinion/sunday/martin-luther-king-palestine-israel.html,402897 Byte,71,text/html
https://www.nytimes.com/2019/11/15/nyregion/holocaust-survivor-stella-levi.html,351512 Byte,37,text/html
https://www.nytimes.com/2020/05/30/world/asia/hong-kong-trump-china.html,341109 Byte,49,text/html
https://www.nytimes.com/2019/10/26/world/asia/afghanistan-whatsapp-taliban.html,360169 Byte,42,text/html
https://www.nytimes.com/2019/01/18/fashion/weddings/sting-best-man-for-simon-astaire-and-pilar-ordovas-wedding.html,343886 Byte,39,text/html
https://www.nytimes.com/2018/05/04/us/politics/va-medical-system-chaos.html,296986 Byte,44,text/html
https://www.nytimes.com/2019/01/20/fashion/weddings/cara-willenbrock-piotr-osmenda.html,169872 Byte,36,text/html
https://www.nytimes.com/2018/03/16/nyregion/when-surfing-rockaway-its-watch-out-or-wipeout.html,335792 Byte,45,text/html
https://www.nytimes.com/2019/11/15/books/review/letters-to-the-editor-book-review.html,207682 Byte,36,text/html
https://www.nytimes.com/2020/05/30/science/spacex-nasa-astronauts.html,651305 Byte,53,text/html
https://www.nytimes.com/2019/10/25/nyregion/astro-poets-.html,445979 Byte,55,text/html
https://www.nytimes.com/2019/01/17/realestate/are-winter-rentals-a-good-investment.html,266746 Byte,37,text/html
https://www.nytimes.com/2018/05/04/business/iceland-bitcoin-heist.html,317391 Byte,39,text/html
https://www.nytimes.com/2019/01/17/style/the-talk-being-black-in-america.html,304638 Byte,38,text/html
https://www.nytimes.com/2018/03/17/us/politics/trump-truth-lies.html,309218 Byte,66,text/html
https://www.nytimes.com/2019/11/17/business/this-week-in-business-google-health-records.html,290339 Byte,52,text/html
https://www.nytimes.com/2020/05/28/business/renters-background-checks.html,469983 Byte,48,text/html
https://www.nytimes.com/2018/05/03/travel/los-angeles-luxury-budget-tips.html,219803 Byte,49,text/html
https://www.nytimes.com/2019/10/27/world/asia/hong-kong-protests-test-china.html,482177 Byte,61,text/html
https://www.nytimes.com/2019/01/19/us/womens-march-2019.html,330578 Byte,43,text/html
https://www.nytimes.com/2019/11/16/sports/ncaafootball/tua-tagovailoa-carted-off-injury-mississippi-state.html,257448 Byte,40,text/html
https://www.nytimes.com/2019/01/19/us/yoga-veterans.html,457614 Byte,39,text/html
https://www.nytimes.com/2018/03/16/opinion/pope-francis-vatican-disaster.html,396206 Byte,49,text/html
https://www.nytimes.com/2018/05/05/business/mark-parker-nike.html,240909 Byte,41,text/html
https://www.nytimes.com/2020/05/29/fashion/weddings/coronavirus-italian-wedding-gown-industry.html,359594 Byte,58,text/html
https://www.nytimes.com/2019/10/25/realestate/a-cabin-with-a-literary-pedigree.html,306330 Byte,42,text/html
https://www.nytimes.com/2019/01/18/sports/jesse-marsch-rb-leipzig.html,253700 Byte,45,text/html
https://www.nytimes.com/2019/11/15/nyregion/beacon-high-school-admissions-nyc.html,376866 Byte,49,text/html
https://www.nytimes.com/2019/01/17/realestate/homes-for-sale-in-new-york-and-new-jersey.html,470852 Byte,37,text/html
https://www.nytimes.com/2018/03/16/nyregion/the-judge-will-hear-your-excuses-now.html,414348 Byte,41,text/html
https://www.nytimes.com/2018/05/04/realestate/the-new-retirement-near-the-kids.html,466674 Byte,50,text/html
https://www.nytimes.com/2019/10/22/fashion/weddings/let-the-wedding-games-begin.html,338920 Byte,48,text/html
https://www.nytimes.com/2020/05/27/arts/television/summer-tv-shows.html,445328 Byte,71,text/html
https://www.nytimes.com/2019/11/15/fashion/weddings/it-was-obvious-from-day-1.html,431748 Byte,45,text/html
https://www.nytimes.com/2019/01/17/business/media/paramount-pictures.html,517194 Byte,85,text/html
https://www.nytimes.com/2019/01/19/business/government-shutdown-brexit.html,307116 Byte,59,text/html
https://www.nytimes.com/2018/03/12/style/submissive-sex-me-too.html,242494 Byte,43,text/html
https://www.nytimes.com/2018/04/30/travel/roadie-bus-rock-star.html,195319 Byte,39,text/html
https://www.nytimes.com/2020/05/26/books/review/new-noteworthy-audiobooks.html,207674 Byte,37,text/html
https://www.nytimes.com/2020/08/22/well/family/boundaries-pandemic-family-relationships.html,295286 Byte,45,text/html
https://www.nytimes.com/2019/01/18/movies/anne-hathaway-serenity-the-hustle.html,303664 Byte,45,text/html
https://www.nytimes.com/2019/10/25/realestate/the-many-lives-of-a-carriage-house.html,851658 Byte,43,text/html
https://www.nytimes.com/2018/05/01/books/review/new-noteworthy-stephanie-saul.html,176270 Byte,36,text/html
https://www.nytimes.com/2018/03/16/opinion/burn-it-down-rex.html,301750 Byte,54,text/html
https://www.nytimes.com/2019/01/18/realestate/so-you-want-to-restore-a-prewar-home.html,696270 Byte,57,text/html
https://www.nytimes.com/2020/05/18/smarter-living/how-to-host-your-familys-own-personal-summer-camp.html,363081 Byte,52,text/html
https://www.nytimes.com/2020/08/22/us/california-wildfires-prisoners.html,347145 Byte,49,text/html
https://www.nytimes.com/2018/05/05/world/europe/russia-protests-navalny-putin.html,231766 Byte,39,text/html
https://www.nytimes.com/2019/10/26/us/politics/trump-syria-oil-fields.html,308212 Byte,45,text/html
https://www.nytimes.com/2019/01/19/us/politics/trump-proposal-daca-wall.html,521822 Byte,40,text/html
https://www.nytimes.com/2018/03/17/opinion/sunday/chris-hayes-trump-law-order.html,217041 Byte,38,text/html
https://www.nytimes.com/2019/10/26/opinion/sunday/trump-language.html,344569 Byte,60,text/html
https://www.nytimes.com/2020/05/30/us/politics/trump-g7-russia.html,284940 Byte,48,text/html
https://www.nytimes.com/2018/05/04/business/finding-foster-children-a-family-when-they-turn-21.html,258705 Byte,40,text/html
https://www.nytimes.com/2018/03/17/business/point72-douglas-haynes-steven-cohen.html,224104 Byte,39,text/html
https://www.nytimes.com/2019/01/19/opinion/sunday/heart-attack-young-men.html,336386 Byte,45,text/html
https://www.nytimes.com/2020/08/22/us/politics/usps-bill-congress-vote.html,472188 Byte,75,text/html
https://www.nytimes.com/2019/10/26/us/philip-reeker-testimony.html,406059 Byte,67,text/html
https://www.nytimes.com/2020/05/29/arts/podcasts-money-virus.html,280270 Byte,56,text/html
https://www.nytimes.com/2018/05/05/world/europe/margrethe-vestager-silicon-valley-data-privacy.html,345524 Byte,54,text/html
https://www.nytimes.com/2019/10/23/magazine/andrew-yang-knows-how-to-fit-in-somehow-thats-making-him-an-outlier.html,398034 Byte,62,text/html
https://www.nytimes.com/2018/03/13/magazine/is-it-better-to-trust-the-process-or-to-change-it.html,279076 Byte,39,text/html
https://www.nytimes.com/2019/01/18/obituaries/lorna-doom-dead.html,231450 Byte,46,text/html
https://www.nytimes.com/2020/08/21/fashion/weddings/who-could-forget-that-smile.html,258187 Byte,39,text/html
https://www.nytimes.com/2019/10/24/magazine/judge-john-hodgman-on-gifting-dumpster-chocolate.html,205240 Byte,36,text/html
https://www.nytimes.com/2020/05/29/world/asia/hong-kong-protest-future-china.html,417518 Byte,56,text/html
https://www.nytimes.com/2018/05/06/your-money/robocalls-rise-illegal.html,348264 Byte,60,text/html
https://www.nytimes.com/2018/03/16/arts/television/bill-hader-hbo-barry.html,275254 Byte,45,text/html
https://www.nytimes.com/2019/10/25/us/politics/alyssa-milano-activism.html,485677 Byte,58,text/html
https://www.nytimes.com/2019/10/26/fashion/weddings/real-wedding-day-looks.html,515934 Byte,79,text/html
https://www.nytimes.com/2020/05/29/world/europe/italy-young-people-coronavirus.html,361160 Byte,51,text/html
https://www.nytimes.com/2020/08/21/realestate/short-term-rentals-sinatra-dylan-steinbeck.html,684307 Byte,65,text/html
https://www.nytimes.com/2019/01/19/us/politics/beto-orourke-democrats-president.html,454332 Byte,58,text/html
https://www.nytimes.com/2018/05/04/us/obama-trump-swing-voters.html,304997 Byte,39,text/html
https://www.nytimes.com/2018/03/17/sports/ncaabasketball/ncaa-mens-tournament-results-villanova-duke.html,372222 Byte,38,text/html
https://www.nytimes.com/2019/10/26/world/europe/viktor-orban-soccer-health-care.html,385478 Byte,44,text/html
https://www.nytimes.com/2020/05/31/pageoneplus/corrections-may-31-2020.html,186714 Byte,41,text/html
https://www.nytimes.com/2020/08/22/us/politics/maryanne-trump-donald.html,220436 Byte,43,text/html
https://www.nytimes.com/2019/10/25/arts/ea-carmean-dead.html,275720 Byte,39,text/html
