URL,Size in Bytes,# of outlinks found,Content-Type
https://www.nytimes.com/2020/04/17/books/review/crime-fiction-stasio-john-sandford.html,254453 Byte,40,text/html
https://www.nytimes.com/2020/08/11/books/review-erratics-vicki-laveau-harvie.html,276707 Byte,47,text/html
https://www.nytimes.com/by/nicholas-bogel-burroughs,502193 Byte,51,text/html
https://www.nytimes.com/2019/08/13/us/politics/trump-house-lawsuits.html,327305 Byte,50,text/html
https://www.nytimes.com/2020/07/21/books/review-answer-is-alex-trebek-jeopardy-memoir.html,287801 Byte,47,text/html
https://www.nytimes.com/2020/08/14/books/review/crime-fiction-stasio-jeff-abbott-never-ask-me.html,257248 Byte,37,text/html
https://www.nytimes.com/interactive/2020/07/28/us/covid-19-colleges-universities.html,564741 Byte,49,text/html
https://www.nytimes.com/2019/02/11/books/review/katharine-smyth-all-lives-we-ever-lived.html,215135 Byte,42,text/html
https://www.nytimes.com/2020/05/15/books/review/crime-fiction-victim-2117-jussi-adler-olsen.html,250063 Byte,37,text/html
https://www.nytimes.com/2019/02/15/us/politics/trump-presidency-national-emergency.html,281998 Byte,49,text/html
https://www.nytimes.com/2020/09/06/world/afghanistan-women-taliban.html,421268 Byte,40,text/html
https://www.nytimes.com/2019/02/19/us/politics/trump-border-wall-emergency-funds.html,253094 Byte,42,text/html
https://www.nytimes.com/by/elisabetta-povoledo,242064 Byte,53,text/html
https://www.nytimes.com/2020/07/31/books/review/crime-fiction-megan-miranda.html,263602 Byte,38,text/html
https://www.nytimes.com/2010/03/16/science/16scibks.html,219677 Byte,35,text/html
https://www.nytimes.com/by/linda-greenhouse,259710 Byte,50,text/html
https://www.nytimes.com/2020/09/07/business/used-cars-pandemic.html,339894 Byte,53,text/html
https://www.nytimes.com/2019/08/14/books/review-way-through-woods-mushrooms-mourning-long-litt-woon.html,292056 Byte,44,text/html
https://www.nytimes.com/2020/09/24/us/politics/pennsylvania-mail-in-voter-fraud-investigation.html,370292 Byte,74,text/html
https://www.nytimes.com/2020/09/24/world/europe/italy-vatican-francis-becciu.html,262112 Byte,40,text/html
https://www.nytimes.com/2019/11/27/us/politics/trump-legal-strategy.html,432250 Byte,67,text/html
https://www.nytimes.com/2020/09/19/world/asia/afghanistan-peace-talks-doha.html,278168 Byte,42,text/html
https://www.nytimes.com/article/mail-in-voting-explained.html,434053 Byte,75,text/html
https://www.nytimes.com/by/mujib-mashal,315006 Byte,52,text/html
https://www.nytimes.com/2015/02/18/books/review-helen-macdonalds-h-is-for-hawk-a-memoir-on-grief-and-falconry.html,282207 Byte,41,text/html
https://www.nytimes.com/guides/well/activity/basic-mindfulness-meditation,74643 Byte,19,text/html
https://www.nytimes.com/2018/08/16/world/asia/afghanistan-students-bombing.html,335618 Byte,43,text/html
https://www.nytimes.com/by/julia-jacobs,228903 Byte,50,text/html
https://www.nytimes.com/by/michael-d-shear,582977 Byte,51,text/html
https://www.nytimes.com/2020/09/24/world/europe/france-paternity-leave.html,255576 Byte,49,text/html
https://www.nytimes.com/2018/04/25/world/europe/peter-madsen-kim-wall-convicted.html,468229 Byte,39,text/html
https://www.nytimes.com/2017/03/21/arts/design/painting-of-emmett-till-at-whitney-biennial-draws-protests.html,229494 Byte,46,text/html
https://www.nytimes.com/live/2020/09/26/us/trump-vs-biden?name=styln-scotus-nominations&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=32fae621-0066-11eb-a505-73cc0aecab16&variant=undefined,1048576 Byte,106,text/html
https://www.nytimes.com/2018/07/05/arts/television/sharp-objects-review-amy-adams-hbo.html,233427 Byte,44,text/html
https://www.nytimes.com/2014/05/11/nyregion/fairy-tale-romances-real-and-staged.html,488511 Byte,52,text/html
https://www.nytimes.com/es/2020/09/14/espanol/negocios/diplomacia-china-vacuna-coronavirus.html,403788 Byte,59,text/html
https://www.nytimes.com/by/mike-hale,261322 Byte,53,text/html
https://www.nytimes.com/2019/12/31/books/sonny-mehta-dead.html,380988 Byte,65,text/html
https://www.nytimes.com/2020/09/23/us/politics/trump-power-transfer-2020-election.html,655373 Byte,74,text/html
https://www.nytimes.com/2020/06/09/arts/design/moca-cleveland-shaun-leonardo.html,313970 Byte,53,text/html
https://www.nytimes.com/2018/12/07/books/crown-molly-stern-publishing-gillian-blake-holt.html,203440 Byte,39,text/html
https://www.nytimes.com/2020/07/23/us/trump-republicans-coronavirus-stimulus.html,319995 Byte,53,text/html
https://www.nytimes.com/2016/08/11/arts/television/mr-robot-sitcom-sam-esmail.html,300061 Byte,47,text/html
https://www.nytimes.com/2019/12/14/arts/television/denmark-netflix-labor-shortage.html,318695 Byte,38,text/html
https://www.nytimes.com/2020/09/11/business/china-vaccine-diplomacy.html,421170 Byte,61,text/html
https://www.nytimes.com/2018/10/18/books/penguin-random-house-merges-two-of-its-successful-publishing-lines.html,194862 Byte,39,text/html
https://www.nytimes.com/2017/09/13/arts/design/walker-art-center-scaffold.html,288495 Byte,39,text/html
https://www.nytimes.com/2020/08/18/nyregion/nyc-vacant-apartments.html,263772 Byte,42,text/html
https://www.nytimes.com/2020/08/27/books/printing-companies-backlog-book-publishing.html,264912 Byte,39,text/html
https://www.nytimes.com/2020/07/30/world/asia/coronavirus-china-quarantine.html,355480 Byte,56,text/html
https://www.nytimes.com/2018/04/25/insider/kim-wall-murder-case-denmark.html,201127 Byte,38,text/html
https://www.nytimes.com/2014/09/26/movies/ben-affleck-in-david-finchers-gone-girl.html,426361 Byte,42,text/html
https://www.nytimes.com/2017/08/23/world/europe/kim-wall-dead-submarine-denmark.html,268691 Byte,44,text/html
https://www.nytimes.com/2014/09/29/arts/in-lila-marilynne-robinson-gives-a-prequel-to-gilead.html,257107 Byte,41,text/html
https://www.nytimes.com/es/2020/06/27/espanol/violencia-domestica-coronavirus.html,271381 Byte,52,text/html
https://www.nytimes.com/2019/01/25/books/spiegel-grau-close-penguin-random-house.html,247383 Byte,52,text/html
https://www.nytimes.com/2020/09/01/world/europe/charlie-hebdo-cartoons-trial-france.html,332156 Byte,48,text/html
https://www.nytimes.com/2019/10/04/realestate/a-duplex-at-a-candela-designed-building-closes-for-53-million.html,345460 Byte,55,text/html
https://www.nytimes.com/2020/09/16/world/asia/china-domestic-abuse.html,335443 Byte,49,text/html
https://www.nytimes.com/2004/11/28/books/arts/acts-of-devotion.html,221153 Byte,34,text/html
https://www.nytimes.com/2020/08/10/world/middleeast/lebanon-government-resigns-beirut.html,526504 Byte,48,text/html
https://www.nytimes.com/2008/09/09/books/09kaku.html,195874 Byte,35,text/html
https://www.nytimes.com/2020/09/11/business/how-china-is-using-promises-of-a-vaccine-as-a-diplomatic-carrot.html,197371 Byte,41,text/html
https://www.nytimes.com/2020/09/17/books/obama-memoir-a-promised-land.html,255416 Byte,50,text/html
https://www.nytimes.com/by/ronda-kaysen,259798 Byte,51,text/html
https://www.nytimes.com/by/constant-meheut,315030 Byte,52,text/html
https://www.nytimes.com/2019/09/10/books/booksupdate/susan-kamil-dies.html,256209 Byte,46,text/html
https://www.nytimes.com/es/2020/09/18/espanol/mundo/china-abuso-domestico.html,333214 Byte,48,text/html
https://www.nytimes.com/2020/09/23/sports/basketball/nba-referees.html,304084 Byte,43,text/html
https://www.nytimes.com/2019/12/03/world/middleeast/lebanon-protests-corruption.html,421426 Byte,48,text/html
https://www.nytimes.com/2013/07/07/books/review/lost-girls-by-robert-kolker.html,196062 Byte,37,text/html
https://www.nytimes.com/2020/09/22/sports/basketball/nikola-jokic-nuggets-water-polo.html,328041 Byte,45,text/html
https://www.nytimes.com/2020/08/06/business/hong-kong-china-coronavirus-testing.html,400025 Byte,63,text/html
https://www.nytimes.com/2020/06/08/books/publishingpaidme-publishing-day-of-action.html,329465 Byte,53,text/html
https://www.nytimes.com/2020/09/10/us/politics/trump-woodward.html,424526 Byte,69,text/html
https://www.nytimes.com/by/aurelien-breeden,351317 Byte,52,text/html
https://www.nytimes.com/2019/12/21/books/where-the-crawdads-sing-delia-owens.html,332550 Byte,46,text/html
https://www.nytimes.com/2020/06/25/world/asia/china-domestic-violence-database-marriage.html,334109 Byte,52,text/html
https://www.nytimes.com/by/scott-cacciola,274816 Byte,52,text/html
https://www.nytimes.com/2020/09/20/us/politics/20biden-trump-election-finance.html,393924 Byte,66,text/html
https://www.nytimes.com/2018/10/05/us/politics/brett-kavanaugh-vote-confirmed.html,599168 Byte,50,text/html
https://www.nytimes.com/2020/06/11/arts/livestreaming-coronavirus.html,641776 Byte,114,text/html
https://www.nytimes.com/2019/05/01/books/review-paris-diversion-chris-pavone.html,254766 Byte,47,text/html
https://www.nytimes.com/2020/09/02/world/europe/charlie-hebdo-trial-france.html,382500 Byte,60,text/html
https://www.nytimes.com/2018/09/05/books/review-fear-trump-in-white-house-bob-woodward.html,310928 Byte,39,text/html
https://www.nytimes.com/2020/06/25/books/coronavirus-publishing-working-from-home.html,322631 Byte,54,text/html
https://www.nytimes.com/2020/06/18/arts/livestreaming-coronavirus.html,660453 Byte,103,text/html
https://www.nytimes.com/2014/12/25/sports/basketball/in-toronto-a-basketball-boom-north-of-the-border.html,368097 Byte,44,text/html
https://www.nytimes.com/2020/06/04/arts/livestreaming-events-coronavirus.html,494097 Byte,80,text/html
https://www.nytimes.com/live/2020/09/22/us/trump-vs-biden/ginsburgs-death-has-reshaped-the-money-race-for-senate-democrats,1048576 Byte,146,text/html
https://www.nytimes.com/2020/07/01/books/book-publishing-black.html,648786 Byte,61,text/html
https://www.nytimes.com/2020/09/16/sports/denver-nuggets-los-angeles-clippers-game-7.html,340166 Byte,47,text/html
https://www.nytimes.com/2015/01/08/world/europe/charlie-hebdo-paris-shooting.html,794467 Byte,66,text/html
https://www.nytimes.com/2020/09/21/arts/television/emmys-politics-race-voting.html,297237 Byte,56,text/html
https://www.nytimes.com/2020/04/11/us/politics/coronavirus-trump-response.html,944308 Byte,111,text/html
https://www.nytimes.com/2020/09/21/us/politics/ginsburg-senate-donations.html,361574 Byte,48,text/html
https://www.nytimes.com/2020/06/01/books/coronavirus-books-publishing-dates.html,383276 Byte,55,text/html
https://www.nytimes.com/2017/03/31/opinion/sunday/do-millennial-men-want-stay-at-home-wives.html,287417 Byte,59,text/html
https://www.nytimes.com/2020/07/28/arts/television/emmys-jeremy-pope-nomination.html,268706 Byte,41,text/html
https://www.nytimes.com/2018/01/22/us/cliven-bundy-rally-montana.html,304837 Byte,46,text/html
https://www.nytimes.com/2020/09/07/books/review-inside-nra-joshua-powell.html,312357 Byte,45,text/html
https://www.nytimes.com/by/alexandra-alter,258772 Byte,50,text/html
https://www.nytimes.com/live/2020/battleground-states-2020-election,1048576 Byte,93,text/html
https://www.nytimes.com/2020/07/28/arts/television/ramy-youssef-emmy-nominations.html,236911 Byte,41,text/html
https://www.nytimes.com/2020/07/27/books/review-memorial-drive-memoir-natasha-trethewey.html,328763 Byte,53,text/html
https://www.nytimes.com/2020/09/20/upshot/montana-poll-election.html,371497 Byte,61,text/html
https://www.nytimes.com/by/carl-hulse,349075 Byte,52,text/html
https://www.nytimes.com/by/manny-fernandez,427856 Byte,51,text/html
https://www.nytimes.com/2007/04/12/washington/12fraud.html,357700 Byte,36,text/html
https://www.nytimes.com/2020/07/13/books/review-pew-catherine-lacey.html,322501 Byte,54,text/html
https://www.nytimes.com/article/gay-pride-2020-events-online.html,707798 Byte,138,text/html
https://www.nytimes.com/2019/04/15/climate/bernhardt-interior-department-ethics-investigation.html,228893 Byte,49,text/html
https://www.nytimes.com/live/2020/09/22/us/trump-vs-biden/trump-says-he-will-announce-his-supreme-court-choice-on-saturday,1048576 Byte,146,text/html
https://www.nytimes.com/2020/08/31/books/review-what-are-you-going-through-sigrid-nunez.html,295410 Byte,46,text/html
https://www.nytimes.com/2020/09/24/us/politics/trump-biden-polls-texas-georgia-iowa.html,589687 Byte,70,text/html
https://www.nytimes.com/2020/08/14/us/queer-lesbian-women-suffrage.html,326017 Byte,63,text/html
https://www.nytimes.com/by/maria-cramer,345619 Byte,51,text/html
https://www.nytimes.com/2020/04/10/us/politics/vote-by-mail.html,485872 Byte,74,text/html
https://www.nytimes.com/2020/08/24/books/review-odetta-biography-ian-zack-one-grain-of-sand-matthew-frye-jacobson.html,321662 Byte,42,text/html
https://www.nytimes.com/interactive/2020/09/21/arts/television/emmys-2020-numbers.html,142629 Byte,42,text/html
https://www.nytimes.com/news-event/coronavirus?name=styln-coronavirus-markets&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=93f2f710-0066-11eb-9a18-f1437310a1ca&variant=undefined,828254 Byte,155,text/html
https://www.nytimes.com/live/2020/09/26/us/trump-vs-biden?name=styln-scotus-nominations&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=9f05e540-0066-11eb-9e46-e5b674ca077d&variant=undefined,1048576 Byte,106,text/html
https://www.nytimes.com/by/linda-qiu,302752 Byte,50,text/html
https://www.nytimes.com/2016/12/21/books/review/whats-the-best-book-new-or-old-you-read-this-year.html,347408 Byte,37,text/html
https://www.nytimes.com/2020/07/31/books/review-caste-isabel-wilkerson-origins-of-our-discontents.html,303323 Byte,47,text/html
https://www.nytimes.com/by/elizabeth-paton,309514 Byte,52,text/html
https://www.nytimes.com/by/winnie-hu,387457 Byte,52,text/html
https://www.nytimes.com/2018/01/03/business/china-drugs-health-care.html,320722 Byte,45,text/html
https://www.nytimes.com/2020/08/17/books/review-summer-ali-smith.html,306867 Byte,48,text/html
https://www.nytimes.com/2017/02/17/books/review/which-canonical-work-is-frequently-and-frustratingly-misread.html,297661 Byte,36,text/html
https://www.nytimes.com/2017/08/24/books/review/free-speech-hate-charlottesville.html,287721 Byte,36,text/html
https://www.nytimes.com/live/2020/08/14/us/election-biden-vs-trump,1048576 Byte,115,text/html
https://www.nytimes.com/2020/08/10/books/review-stanley-kubrick-biography-david-mikics.html,309542 Byte,51,text/html
https://www.nytimes.com/2020/04/01/world/americas/brazil-bolsonaro-coronavirus.html,407198 Byte,62,text/html
https://www.nytimes.com/2020/06/29/nyregion/nyc-parks-playgrounds-plazas-coronavirus.html,391607 Byte,58,text/html
https://www.nytimes.com/interactive/2020/08/06/magazine/fashion-sweatpants.html,186536 Byte,65,text/html
https://www.nytimes.com/2017/01/03/books/review/is-it-possible-for-a-writer-to-be-objective.html,289804 Byte,36,text/html
https://www.nytimes.com/2020/05/18/business/china-loans-coronavirus-belt-road.html,417128 Byte,61,text/html
https://www.nytimes.com/newsletters/race-related?te=1&nl=race-related&emc=edit_rr_20190628,63693 Byte,30,text/html
https://www.nytimes.com/2018/03/17/world/asia/hun-sen-cambodia-china.html,527312 Byte,43,text/html
https://www.nytimes.com/2017/07/07/books/review/do-grants-professorships-and-other-forms-of-institutional-support-help-writers-but-hurt-writing.html,291917 Byte,36,text/html
https://www.nytimes.com/2020/08/23/nyregion/outdoor-dining-new-york.html,408308 Byte,69,text/html
https://www.nytimes.com/2020/09/14/us/politics/trump-nevada-rally.html,392983 Byte,65,text/html
https://www.nytimes.com/2017/04/13/books/review/which-force-is-more-harmful-to-the-arts-elitism-or-populism.html,286002 Byte,36,text/html
https://www.nytimes.com/2020/09/08/style/fashion-month-schedule.html,406132 Byte,50,text/html
https://www.nytimes.com/2018/01/15/world/africa/trump-shithole-africa.html,265814 Byte,51,text/html
https://www.nytimes.com/news-event/george-floyd-protests-minneapolis-new-york-los-angeles?name=styln-george-floyd&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=8c52e880-0066-11eb-89dc-092c380afdc2&variant=undefined,899986 Byte,118,text/html
https://www.nytimes.com/2020/07/08/world/americas/brazil-bolsonaro-covid-coronavirus.html,328763 Byte,64,text/html
https://www.nytimes.com/2020/09/14/style/Fashion-Week-2020.html,357043 Byte,53,text/html
https://www.nytimes.com/2017/05/11/books/review/what-book-would-you-recommend-for-americas-current-political-moment.html,287419 Byte,36,text/html
https://www.nytimes.com/2020/05/04/business/coronavirus-china-vaccine.html,400503 Byte,57,text/html
https://www.nytimes.com/newsletters/race-related,63640 Byte,30,text/html
https://www.nytimes.com/news-event/coronavirus?name=styln-coronavirus-national&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=a8b0df00-0066-11eb-9d87-c13f72428385&variant=undefined,828254 Byte,155,text/html
https://www.nytimes.com/by/hannah-beech,295492 Byte,56,text/html
https://www.nytimes.com/2020/09/17/technology/ballot-errors.html,325878 Byte,65,text/html
https://www.nytimes.com/2017/08/29/books/review/criticism-objectivity-judgement.html,281460 Byte,36,text/html
https://www.nytimes.com/2020/09/19/opinion/ruth-bader-ginsburg-death-supreme-court-nomination.html,351201 Byte,56,text/html
https://www.nytimes.com/news-event/coronavirus?name=styln-coronavirus-markets&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=ad7df770-0066-11eb-9f78-03c3ca634cb0&variant=undefined,828254 Byte,155,text/html
https://www.nytimes.com/by/reid-j-epstein,446441 Byte,49,text/html
https://www.nytimes.com/2017/02/13/books/review/which-dystopian-novel-got-it-right-orwells-1984-or-huxleys-brave-new-world.html,242146 Byte,36,text/html
https://www.nytimes.com/2019/10/28/sports/baseball/yankees-larry-rothschild.html,211439 Byte,40,text/html
https://www.nytimes.com/2020/08/17/us/politics/postal-service-voting.html,493225 Byte,76,text/html
https://www.nytimes.com/2018/08/09/style/diversity-september-issue-magazines.html,379045 Byte,50,text/html
https://www.nytimes.com/section/reader-center,786350 Byte,118,text/html
https://www.nytimes.com/2020/09/18/opinion/biden-campaign-canvassing.html,324653 Byte,48,text/html
https://www.nytimes.com/2020/09/09/books/review-bass-rock-evie-wyld.html,289276 Byte,45,text/html
https://www.nytimes.com/2020/02/12/fashion/figuring-out-fashion-weeks-carbon-problem.html,278451 Byte,44,text/html
https://www.nytimes.com/by/james-wagner,279725 Byte,53,text/html
https://www.nytimes.com/2017/06/08/books/review/bookends-cultural-appropriation.html,281306 Byte,36,text/html
https://www.nytimes.com/2020/08/15/books/review/hope-larson-all-together-now.html,260160 Byte,44,text/html
https://www.nytimes.com/2020/09/10/style/line-waiting-pandemic-shopping.html,580182 Byte,62,text/html
https://www.nytimes.com/live/2020/09/26/us/trump-vs-biden?action=click&pgtype=Article&state=default&region=TOP_BANNER&context=storylines_menu_recirc,1048576 Byte,106,text/html
https://www.nytimes.com/2020/08/20/opinion/sunday/trump-steve-bannon-fraud.html,317268 Byte,54,text/html
https://www.nytimes.com/2017/10/20/opinion/new-york-american-communism.html,276094 Byte,39,text/html
https://www.nytimes.com/2020/03/06/sports/baseball/kyle-boddy-driveline-reds.html,353534 Byte,42,text/html
https://www.nytimes.com/2020/08/29/books/review/daniel-nayeri-everything-sad-is-untrue.html,252133 Byte,43,text/html
https://www.nytimes.com/2020/08/31/opinion/trump-biden-violence.html,339070 Byte,48,text/html
https://www.nytimes.com/live/2020/09/18/us/trump-vs-biden,1048576 Byte,108,text/html
https://www.nytimes.com/2020/09/09/business/lvmh-tiffany-deal-lawsuit.html,340217 Byte,56,text/html
https://www.nytimes.com/2017/10/16/opinion/john-reed-russian-revolution-journalism.html,261715 Byte,37,text/html
https://www.nytimes.com/2020/08/21/opinion/biden-convention-trump-nomination.html,271059 Byte,48,text/html
https://www.nytimes.com/2020/09/05/books/review/bill-konigsberg-the-bridge.html,252982 Byte,43,text/html
https://www.nytimes.com/2020/09/24/opinion/trump-election-2020.html,349404 Byte,57,text/html
https://www.nytimes.com/2017/10/14/opinion/india-soviet-union-books.html,283888 Byte,37,text/html
https://www.nytimes.com/2020/09/14/fashion/what-happened-at-new-yorks-first-pandemic-fashion-show.html,406794 Byte,54,text/html
https://www.nytimes.com/by/anna-schaverien,294145 Byte,50,text/html
https://www.nytimes.com/2020/09/16/books/review/nnedi-okorafor-ikenga.html,236111 Byte,37,text/html
https://www.nytimes.com/live/2020/09/26/us/trump-vs-biden?action=click&pgtype=Article&state=default&region=BELOW_MAIN_CONTENT&context=storylines_guide,1048576 Byte,106,text/html
https://www.nytimes.com/2020/07/02/opinion/coronavirus-florida-reopenings.html,285631 Byte,59,text/html
https://www.nytimes.com/2020/08/24/opinion/new-york-public-school-reopening.html,313566 Byte,46,text/html
https://www.nytimes.com/2017/10/09/opinion/muslim-communism.html,280906 Byte,37,text/html
https://www.nytimes.com/2020/07/08/business/brooks-brothers-chapter-11-bankruptcy.html,297890 Byte,51,text/html
https://www.nytimes.com/2020/08/15/books/review/tankard-jeremy-hermione-yorick-and-bones.html,258956 Byte,43,text/html
https://www.nytimes.com/2020/08/28/opinion/rnc-trump-speech.html,273643 Byte,51,text/html
https://www.nytimes.com/news-event/2020-election?action=click&pgtype=Article&state=default&region=TOP_BANNER&context=storylines_menu_recirc,928325 Byte,113,text/html
https://www.nytimes.com/2020/05/23/business/italy-luxury-fashion-coronavirus.html,417741 Byte,57,text/html
https://www.nytimes.com/2017/11/06/opinion/russian-revolution-october.html,284288 Byte,46,text/html
https://www.nytimes.com/2020/09/21/opinion/ruth-bader-ginsburg-supreme-court-roe-v-wade.html,350614 Byte,58,text/html
https://www.nytimes.com/2020/04/07/books/review/nicolas-mathieu-their-children-after-them.html,238417 Byte,45,text/html
https://www.nytimes.com/2020/08/01/books/review/carrie-firestone-dress-coded.html,240881 Byte,43,text/html
https://www.nytimes.com/newsletters/politics?action=click&pgtype=Article&state=default&region=BELOW_MAIN_CONTENT&context=storylines_guide,63893 Byte,30,text/html
https://www.nytimes.com/2020/08/03/opinion/senior-voters-biden-trump-2020.html,275421 Byte,56,text/html
https://www.nytimes.com/2017/10/30/opinion/how-to-parent-like-a-bolshevik.html,284625 Byte,37,text/html
https://www.nytimes.com/2020/08/02/business/Lord-and-Taylor-Bankruptcy.html,241441 Byte,54,text/html
https://www.nytimes.com/2020/08/28/books/review/war-stories-gordon-korman.html,274162 Byte,37,text/html
https://www.nytimes.com/by/rebecca-lieberman,581668 Byte,47,text/html
https://www.nytimes.com/2020/09/04/opinion/ed-markey-young-progressive-voters.html,339385 Byte,51,text/html
https://www.nytimes.com/2020/09/14/books/review/kimberly-brubaker-bradley-fighting-words.html,251338 Byte,43,text/html
https://www.nytimes.com/2020/07/04/style/couture-workers-fashion-coronavirus.html,592445 Byte,41,text/html
https://www.nytimes.com/2017/10/23/opinion/how-mao-molded-communism-to-create-a-new-china.html,351354 Byte,39,text/html
https://www.nytimes.com/2020/07/24/opinion/sunday/joe-biden-2020.html,462498 Byte,74,text/html
https://www.nytimes.com/interactive/2020/08/11/us/politics/vote-by-mail-us-states.html,467499 Byte,70,text/html
https://www.nytimes.com/1996/05/06/nyregion/h-van-ameringen-philanthropist-95.html,155598 Byte,36,text/html
https://www.nytimes.com/2020/08/17/books/review/19th-amendment-suffrage-womens-right-to-vote.html,405182 Byte,51,text/html
https://www.nytimes.com/2020/09/10/opinion/sunday/trump-woodward-coronavirus-tapes.html,329681 Byte,52,text/html
https://www.nytimes.com/2020/04/24/books/review/schrodingers-dog-martin-dumont-girls-story-annie-ernaux-finding-dora-maar-brigitte-benkemoun.html,289975 Byte,46,text/html
https://www.nytimes.com/2020/08/01/books/review/brandy-colbert-the-voting-booth.html,253999 Byte,43,text/html
https://www.nytimes.com/2020/09/24/sports/basketball/mexico-basketball.html,328503 Byte,47,text/html
https://www.nytimes.com/2017/10/25/opinion/mexico-soviet-russian-revolution.html,255269 Byte,40,text/html
https://www.nytimes.com/2020/09/21/opinion/trump-supporters.html,333455 Byte,74,text/html
https://www.nytimes.com/2020/09/09/opinion/trump-campaign-money.html,301023 Byte,45,text/html
https://www.nytimes.com/1996/06/08/arts/lily-auchincloss-74-trustee-at-the-museum-of-modern-art.html,185198 Byte,37,text/html
https://www.nytimes.com/2020/08/29/books/review/mikaila-ulmer-bee-fearless.html,264457 Byte,44,text/html
https://www.nytimes.com/2020/02/11/books/review/tyll-daniel-kehlmann.html,213188 Byte,43,text/html
https://www.nytimes.com/2020/09/14/opinion/trump-antifa-civil-liberties.html,327891 Byte,54,text/html
https://www.nytimes.com/2019/03/11/books/review-arturos-island-elsa-morante-ann-goldstein.html,292888 Byte,45,text/html
https://www.nytimes.com/2020/09/05/books/review/jacqueline-woodson-before-the-ever-after.html,270174 Byte,45,text/html
https://www.nytimes.com/by/neil-genzlinger,271339 Byte,53,text/html
https://www.nytimes.com/2020/08/05/opinion/trump-cabinet.html,332313 Byte,61,text/html
https://www.nytimes.com/2017/09/25/opinion/women-china-communist-revolution.html,275924 Byte,39,text/html
https://www.nytimes.com/2020/07/01/opinion/biden-running-mate-cabinet.html,401285 Byte,44,text/html
https://www.nytimes.com/2020/07/30/opinion/sunday/19th-amendment-women-suffrage.html,369541 Byte,51,text/html
https://www.nytimes.com/2020/08/05/world/middleeast/beirut-explosion-ship.html,347754 Byte,50,text/html
https://www.nytimes.com/2020/09/20/books/review/picture-books-jillian-tamaki-our-little-kitchen.html,366233 Byte,51,text/html
https://www.nytimes.com/2020/04/28/books/review/robert-perisic-no-signal-area.html,207150 Byte,37,text/html
https://www.nytimes.com/2020/06/09/opinion/this-you-black-twitter.html,303301 Byte,61,text/html
https://www.nytimes.com/2019/12/23/books/review-art-of-war-sun-tzu-new-translation-michael-nylan.html,292529 Byte,44,text/html
https://www.nytimes.com/2020/07/31/books/review/sia-martinez-and-the-moonlit-beginning-of-everything-raquel-vasquez-gilliland.html,270424 Byte,43,text/html
https://www.nytimes.com/2020/08/04/world/middleeast/lebanon-explosion.html,370834 Byte,48,text/html
https://www.nytimes.com/2020/09/23/opinion/republicans-supreme-court.html,322762 Byte,47,text/html
https://www.nytimes.com/2020/08/12/opinion/debates-trump-biden.html,270206 Byte,51,text/html
https://www.nytimes.com/news-event/coronavirus?name=styln-coronavirus-national&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=93ccaa60-0066-11eb-a209-f5b7bffc470a&variant=undefined,828254 Byte,155,text/html
https://www.nytimes.com/2020/09/19/us/politics/trump-ginsburg-biden.html,500198 Byte,69,text/html
https://www.nytimes.com/2020/08/12/opinion/trump-cabinet-bill-barr.html,320550 Byte,51,text/html
https://www.nytimes.com/by/ben-hubbard,458415 Byte,58,text/html
https://www.nytimes.com/2019/07/03/opinion/abortion-hyde-amendment.html,252249 Byte,43,text/html
https://www.nytimes.com/2020/04/07/books/review/breasts-and-eggs-mieko-kawakami.html,269889 Byte,48,text/html
https://www.nytimes.com/2020/05/12/opinion/netflix-hollywood-ryan-murphy.html,310827 Byte,49,text/html
https://www.nytimes.com/2019/07/11/opinion/sunday/men-extreme-diets.html,269943 Byte,47,text/html
https://www.nytimes.com/2020/08/05/world/middleeast/beirut-explosion-ammonium-nitrate.html,522575 Byte,54,text/html
https://www.nytimes.com/2020/08/26/opinion/mike-pence-trump.html,293084 Byte,50,text/html
https://www.nytimes.com/2017/10/02/opinion/the-communist-partys-party-people.html,326072 Byte,45,text/html
https://www.nytimes.com/2019/07/06/opinion/sunday/bipolar-bassey-ikpi-book.html,229720 Byte,44,text/html
https://www.nytimes.com/2020/03/10/opinion/love-is-blind-netflix.html,279879 Byte,49,text/html
https://www.nytimes.com/live/2020/09/23/us/trump-vs-biden/joe-biden-the-supreme-court-and-strategic-ambiguity,1048576 Byte,98,text/html
https://www.nytimes.com/2020/03/10/opinion/coronavirus-disability-fear.html,286452 Byte,44,text/html
https://www.nytimes.com/2020/09/10/world/middleeast/beirut-port-fire.html,516392 Byte,49,text/html
https://www.nytimes.com/2020/08/19/opinion/first-ladies-2020-election.html,308127 Byte,44,text/html
https://www.nytimes.com/2020/09/10/health/covid-astrazeneca-vaccine-trans.html,348404 Byte,58,text/html
https://www.nytimes.com/2020/09/21/opinion/trump-supreme-court-health-care.html,309450 Byte,51,text/html
